sep=,
Ext_id: 1506494331,Daterange: 2008-01-01 – 2020-05-28,To: 2020-05-28,From: 2008-01-01
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2020-05-26 01:33:45","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","88787174aAA","3","Para recadastrar novamente pq deu erro","Boa noite 
Não consigo refazer meu cadastro mim ajudar por favor",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5994204529","https://appfollow.io/app/732578/review/218592025","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218592025"
"2020-05-25 23:44:31","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","cafecombolo","1","Regular!","Desde 13/04 e nada, hoje são 25/05! Vou falar uma coisa vocês são todos uns incompententes, cambada de bostas! Quem não precisa receber quem precisa nada! Só poderia ser coisa desse governo de imbecís !",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5993902499","https://appfollow.io/app/732578/review/215028654","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=215028654"
"2020-05-25 13:58:42","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","kahnog","1","Uma enganação","Já é a terceira vez que vou ver como está a solicitação e do nada fala que meu cpf não está cadastrado!!! Uma palhacada",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5992096309","https://appfollow.io/app/732578/review/219048162","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=219048162"
"2020-05-25 13:20:04","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","BestStyl3","5","Funcionou perfeitamente pra mim","Solicitado, revisado, aprovado, e aguardando a nova parcela de acordo com o calendário! Melhor ainda que recebo por transferência direta para um banco on-line gratuito.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5991943638","https://appfollow.io/app/732578/review/219048161","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=219048161"
"2020-05-25 13:13:01","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Ivan Urien","1","Segunda parcela não foi recebida no dia 21 como no mês passado, sem nenhum lugar pra reclamar.","Eu recebi a primeira parcela no dia 21 mas este último dia 21 não recebi a segunda, onde reclamar sem sair de casa ?????",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5991918138","https://appfollow.io/app/732578/review/219048160","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=219048160"
"2020-05-25 12:49:40","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","leuma5","1","Erro","Não consigo fazer o recadastramento devido aos cpfs dos meus pais estarem vinculados ao último recadastramento em que eu fiz. Isso poderia ser melhorado",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5991836109","https://appfollow.io/app/732578/review/219048159","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=219048159"
"2020-05-25 05:47:12","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","w e M","1","Governo lixo","Fora bolsonaro!!!",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5990641722","https://appfollow.io/app/732578/review/215009636","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=215009636"
"2020-05-25 05:18:55","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","renAta2121","1","DEMORA","Gostaria de saber quando vão aprovar os que estão em análise porque algo que era para ser em 5 dias, tá ficando em espera a 20,30 e 40 dias. Tem gente passando fome, tem gente com conta de luz,água atrasada, tem gente que mora de aluguel e tá atrasado e enquanto isso ouve reclamação do dono, e tem gente que precisa fazer mil outras coisas que está precisando como comprar remédios. Mas, a demora de vcs em algo que seria EMERGENCIAL está sendo a maior demora para uma análise e reanálise. Pelo amor de Deus, vamos pra frente né",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5990571025","https://appfollow.io/app/732578/review/218912071","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218912071"
"2020-05-25 02:28:35","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","biancah1004","1","CPF já cadastro novamente","Voltou pela 3 vez, já faz uma semana e eu não consigo recadastrar pq novamente aparece cpf já cadastro, pois quando voltou da 2 vez tive q colocar solteira mas agr pede pra informar como na 1 vez, mas não consigo colocar o cpf pq diz já cadastrado, eu preciso muito desse auxílio !",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5990128241","https://appfollow.io/app/732578/review/218897579","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218897579"
"2020-05-24 21:26:40","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Bruninhasalla","1","App péssimo","Agora não abre mais, fica em uma tela em branco.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5989341228","https://appfollow.io/app/732578/review/218873051","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218873051"
"2020-05-23 06:48:47","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","TabataQuei","1","Triste","Ainda estou em análise, tive dados inconclusivos, arrumei já faz um tempo e nada de ser aprovado! Estou desempregada e precisando mas já vi várias pessoas que não precisam receber é revoltante!!!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5982466352","https://appfollow.io/app/732578/review/218640643","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218640643"
"2020-05-22 17:07:56","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Abner Dionisio","1","Horrível, não funciona","Como quase tudo do governo, mal feito, estou em análise há mais de 30 dias, e como eu, milhões de usuários precisam do dinheiro pra conseguir uma renda mínima para conseguir SOBREVIVER. Obrigado Bolsonaro pela inconsistência, pelo mal planejamento e pela má gestão. Se você considera baixar o app, baixe, porém não funciona em nada.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5979996765","https://appfollow.io/app/732578/review/218592024","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218592024"
"2020-05-22 16:30:55","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","aleff123","2","Dados inconclusivos","Tentei refazer meu cadastro pois após análise tive dados inconclusivos, porém quando coloco os dados das pessoas que moram comigo, aparece a seguinte mensagem: os CPFs (no caso do meu pai e minha irmã), estão vinculados a uma composição familiar, nenhum dos dois fizeram a solicitação do auxílio. Como devo proceder? Obrigado!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5979867615","https://appfollow.io/app/732578/review/218592023","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218592023"
"2020-05-22 15:20:29","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Thamiris Jesus","1","Está como não encontramos auxílio no momento","Apesar disso de acordo com o calendário está na hora de eu receber e está como aprovado.",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5979608520","https://appfollow.io/app/732578/review/218592022","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218592022"
"2020-05-22 15:10:25","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Jéfferson gremista","1","Acessibilidade precária com leitor de tela VoiceOver para deficiente visual.","Nunca consegui acompanhar o auxílio por esse aplicativo,   Clico no reCAPTCHA pra receber um áudio, mas nunca vem.
Só aparece aquelas benditas imagens as quais não consigo solucionar.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5979570721","https://appfollow.io/app/732578/review/218566738","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218566738"
"2020-05-22 11:46:40","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Td apelido já existe","1","Oq significa emergencia pra vcs?","Fiz meu cadastro desde o dia q lançou o app, hj é 22/04, e ainda está em analise. Eu trabalhava com produção de eventos, estou desde o começo de fevereiro sem conseguir trabalho, então me diz, oq significa estado de emergência pra vcs? Esperar quase 3 meses com crianças passando necessidades pra ter uma refeição, e ainda sem nem saber se vai ser “contemplado” com o auxílio... Isso é um descaso mt grande",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5978809364","https://appfollow.io/app/732578/review/218566737","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218566737"
"2020-05-22 11:25:51","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","LucasLevy","1","Aprovação","Ja passou quase um mês que esta falando que está aprovado mas até agora o dinheiro não chegou na minha contaaaaa!",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5978736400","https://appfollow.io/app/732578/review/217684626","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=217684626"
"2020-05-22 07:21:08","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Ynsan❤️","1","Não estou conseguindo","O meu diz: Os dados não condizem com a receita federal. E meu cfp está regular",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5977988840","https://appfollow.io/app/732578/review/218520529","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218520529"
"2020-05-22 06:53:43","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Preta Luz","1","NÃO FUNCIONA","Nunca consegui usar com o meus dados.
Tecnologia 0 interface 0",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5977908862","https://appfollow.io/app/732578/review/218482044","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218482044"
"2020-05-21 17:42:05","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","alévargas","1","Horrível","Falaram que teve uma atualização mas na verdade não aconteceu isso não consigo contestar ou fazer outro cadastro. Poderia me ajudar ?????",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5975597606","https://appfollow.io/app/732578/review/218421571","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218421571"
"2020-05-21 16:57:47","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Ruan de oliveira","1","Ajuda","Sou de setembro e até agora não recebi nenhuma parcela",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5975450224","https://appfollow.io/app/732578/review/218421570","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218421570"
"2020-05-21 15:29:12","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","hugobossstyle","1","Não é possível solicitar a revisão","Foi informado que a nova versão de um mês atrás teria a opção de solicitar a revisão do auxílio, e não está disponível esta opção no app. Um lixo como sempre Caixa sendo Caixa!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5975149793","https://appfollow.io/app/732578/review/218421569","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218421569"
"2020-05-21 15:13:17","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Diego ♥️","1","Não é eficiente.","Em minha residência somente duas pessoas solicitaram o auxílio emergencial. Eu (que sou MEI) e minha irmã. O resultado da minha análise foi: Cidadão(ã) pertence à família em  que dois membros já recebem o Auxílio Emergencial. ???????",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5975092307","https://appfollow.io/app/732578/review/218403036","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218403036"
"2020-05-21 12:18:36","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Dark lady126","5","Amei","Mto bom e pratico",,,,,,,,,,"1","https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5974448494","https://appfollow.io/app/732578/review/218379519","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218379519"
"2020-05-21 12:10:18","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","julinharc1979","1","Cadastro Unico","Apos realizar cadastro aparece apenas que meus dados sao avaliados pelo Cadastro Unico. E nao mostra o que devo fazer e como agir. Desde que o auxilio foi lançado oficialmente , que fiz meu cadastro e nao aparece nada pra mim. Apenas a mensagem de que meus dados sao com o cadastro único. Nao recebo orientação do que fazer.. PRECISO MUITO DESSE AUXILIO!!!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5974420190","https://appfollow.io/app/732578/review/218379518","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218379518"
"2020-05-21 02:30:57","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Luluciano","1","Horrendo","Péssimo e inútil",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5972687394","https://appfollow.io/app/732578/review/218031610","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218031610"
"2020-05-21 02:16:59","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","Weldesalcantara","1","Como funciona","Como funciona os dados de vocês pelo número do CPF não dar para saber quem realmente tem direito ou não. Quem tem emprego formal ou não fala. Sério Brasil",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5972645175","https://appfollow.io/app/732578/review/218031609","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218031609"
"2020-05-21 02:16:22","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","tavares@mg@","1","🤷🏾‍♂️","Sei que não vai adiantar fazer uma reclamação mais mesmo assim gostaria de ser realista quanto ao nosso auxílio emergencial da nossa minha família, nunca vou receber essa ajuda do governo e presunto muito também não vai. Desde o dia 7 de abril que fiz e simplesmente nos negaram com uma resposta nunca vou entender. “Auxílio já está recebendo ou um membro da família. Como é possível que mora eu e minha esposa e ninguém recebeu nada! 🤷🏾‍♂️",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5972643231","https://appfollow.io/app/732578/review/218031608","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218031608"
"2020-05-20 23:02:33","1506494331","CAIXA | Auxílio Emergencial","br","1.0.1","NaiaraAlves0402","1","Fala que meu cpf não tem direito, sendo que fui aprovada","Coloco meu cpf e fala que não tenho direito, sendo que no app do auxílio eu fui aprovada, ligo na caixa e também fala que fui aprovada, cada vez uma enrolação maior com esse pagamento",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1506494331/activity/ios/ratingsResponses?reviewId=5972084068","https://appfollow.io/app/732578/review/218021928","https://watch.appfollow.io/apps/untitled-collection/reviews/328502?review_id=218021928"
